Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
2160.113214969635	460	-48.633144772862515	0.34279818434253756	-47.70972617004155	-49.48976707318255	294361
2206.4335289001465	470	-48.106558241735435	0.4039857461531942	-47.096978443912874	-49.12640618725963	300758
2252.9987630844116	480	-49.23173182592839	0.3832880364009379	-48.18458764642247	-50.34649632619324	307158
2299.5609290599823	490	-48.3423118484798	0.38601086989474737	-47.376298169913184	-49.236906686592015	313558
2346.531872987747	500	-48.848900432659484	0.3687184000361282	-47.92251985233361	-49.6643008531311	319957
2393.323052883148	510	-49.06133327447716	0.30692097712883476	-48.29203147764951	-50.00043752046473	326357
2439.75288105011	520	-49.420989856587624	0.31766824184305015	-48.774871717678366	-50.3281270166908	332757
2488.1883170604706	530	-49.38313101348837	0.4740362405618448	-48.475084909573134	-50.78770276898165	339153
2537.033179998398	540	-50.01689056535153	0.596249365190656	-48.762323169109855	-51.62868877112737	345552
2586.0720598697662	550	-50.50659087017078	0.5115621644417399	-49.55699032871803	-52.32880988854288	351949
2635.370682954788	560	-48.470433649527976	0.36684950002467853	-47.64325971834662	-49.308912395775785	358349
2684.56574177742	570	-49.904502542597584	0.37642585254923844	-48.84476101319459	-50.77304047258144	364748
2735.0611538887024	580	-50.59546368177156	0.45221673173102395	-49.283715742846915	-51.6373352526166	371146
2788.1375761032104	590	-47.98741129750264	0.26721755644585427	-47.24355250875242	-48.65733636009957	377546
2844.448408842087	600	-74.71283102824728	4.146989800645573	-61.776353819204296	-85.18853135033886	383944
2894.685857772827	610	-99.82529816135738	1.0917230005075862	-97.28552936125413	-102.78739674695967	390344
2945.357584953308	620	-23.067179754505993	0.22836549514467372	-22.585068636692032	-23.727864848648064	396737
2995.739193916321	630	-83.14977724033751	2.6365840407753582	-76.70664449969898	-87.29721458904602	403137
3045.55406999588	640	-25.20856403633791	0.5379501019572707	-24.07806445247635	-26.717453162757046	409537
3096.442610025406	650	-23.865044669372704	0.4126997688499055	-23.05280594473955	-24.852430901089743	415933
3146.29008603096	660	-23.334413950496955	0.262737368446911	-22.786080820511486	-24.006147876329337	422330
3194.848854780197	670	-99.10659265387056	1.213400624458463	-96.27625295979321	-102.13987601103454	428730
3243.006240129471	680	-50.61572095864528	2.8796042046140204	-43.58285848136619	-56.385367448712	435130
3291.480324983597	690	-77.7657310506285	3.508458527828057	-67.15340545049045	-85.52264513901598	441528
3344.6805119514465	700	-130.12321547512482	1.2345205972956337	-126.12514662123277	-133.5076344227406	447927
3393.637592792511	710	-14.117614724041639	0.4195849545914913	-13.075459012334255	-16.011116071618865	454322
3443.433334827423	720	-61.81310197233373	3.2635122445723277	-49.91940421192609	-71.12500126501719	460722
3496.2953679561615	730	-14.046886554202631	0.4866409676729235	-13.20786902922709	-15.524041374608403	467118
3557.2479469776154	740	-21.83751161446361	1.787170385748434	-17.850141097341417	-26.568020420489578	473518
3615.8195950984955	750	-131.96309810965903	0.880245359216115	-129.74541516291035	-134.29376442725265	479918
3675.3757457733154	760	-130.84434276633067	1.03129857341432	-127.93071021027988	-133.39948222551016	486318
3735.0190868377686	770	-16.600870616348253	0.9913129909388705	-14.36649371990248	-19.224987542215974	492718
3788.777055978775	780	-121.23882318840198	2.902154969447581	-106.2327699931251	-126.47588159485547	499116
3841.3911550045013	790	-17.150474245924357	1.1510347669564853	-15.135517306295494	-22.236224150609907	505513
3898.3058500289917	800	-47.90838115389079	3.6569521609273288	-40.45236360341086	-56.50748814713146	511913
3952.284976005554	810	-143.88743280336453	1.354661956951416	-139.47313366965395	-146.31237568306167	518313
4008.523355960846	820	-144.5544780886458	1.2930521105081876	-140.81192857763284	-147.11444855523482	524711
4060.398102045059	830	-70.22421265161502	5.438210368443716	-54.82790802639647	-82.73263375748671	531107
4110.289174795151	840	-9.118113242550333	0.6103405277132414	-8.167359017850938	-11.134714041240523	537507
4160.658220052719	850	-14.491659978439136	1.5642331032157808	-10.903659699680432	-18.107560671914666	543907
4215.157727956772	860	-80.74267555653297	5.479867184104913	-69.27485116389141	-95.01599406363944	550305
4264.685034036636	870	-97.69772424965693	4.418600689492195	-88.28166910569288	-110.70449319527182	556705
4315.518411159515	880	-120.60960309278244	3.1910611917620346	-111.71003515429305	-128.02217947871358	563105
4365.013472080231	890	-132.01499833618044	3.2431581435393446	-124.20672330004524	-138.7294619144719	569499
4418.219998121262	900	-128.07085397092945	3.4346788219106754	-119.24544991750618	-135.69307938971525	575899
4469.872591972351	910	-5.589160385629026	0.15076185215712642	-5.30657535230743	-6.043341281827019	582297
4522.356577157974	920	-67.21247520766761	6.26066608378001	-51.06518707134449	-81.82150034437224	588695
4572.138746976852	930	-5.80657420663612	0.15565361550086795	-5.443706667256161	-6.246560345896625	595093
4622.385971069336	940	-72.96889025282164	6.071484869606257	-58.42824620214519	-87.86101003344163	601491
4676.814294099808	950	-141.04504051605394	2.9308884978193754	-128.8184645510216	-146.2585858412179	607890
4726.537319898605	960	-146.9167538358668	2.047619099366437	-140.4381797482888	-151.24239114441562	614289
4776.040364980698	970	-13.136564833174045	1.8411948864524124	-8.65562852284585	-17.99101700921778	620689
4829.395612955093	980	-5.916385709893697	0.17156398434004716	-5.574079471043405	-6.393435881572229	627085
4878.557876110077	990	-5.6122369892007695	0.1712560359608923	-5.237925042211773	-5.978724854081498	633481
4931.0987758636475	1000	-148.4983030971376	2.394414095107465	-139.44979024421144	-153.39131392053176	639879
